Code,name,Location,Margin,total_sales,supplier_total_claim,retailer_total_claim,transaction,item
"G039","GARDENIC (M)  SDN BHD","SMJ","30","130.65","91.45","39.20","26","31"
"G039","GARDENIC (M)  SDN BHD","SNW","30","127.80","89.46","38.34","23","24"
"G039","GARDENIC (M)  SDN BHD","SPE","30","31.85","22.30","9.56","12","9"
"G039","GARDENIC (M)  SDN BHD","TGM","30","638.20","446.74","191.46","135","43"
"G039","GARDENIC (M)  SDN BHD","TI2","30","188.50","131.95","56.55","31","31"
"G039","GARDENIC (M)  SDN BHD","TJG","30","132.65","92.85","39.80","32","27"
"G039","GARDENIC (M)  SDN BHD","TKK","30","149.15","104.40","44.75","31","27"
"G039","GARDENIC (M)  SDN BHD","TML","30","803.45","562.42","241.03","163","52"
"G039","GARDENIC (M)  SDN BHD","TPH","30","547.10","382.97","164.13","141","45"
"G046","GPC APPAREL MARKETING SDN.BHD.","BT2","20","5018.70","3956.45","1062.25","179","21"
"G046","GPC APPAREL MARKETING SDN.BHD.","SMJ","30","508.70","390.60","118.10","17","14"
"G059","GIOMAX MARKETING SDN BHD","BGJ","10","2488.80","2196.85","291.95","85","2"
"G059","GIOMAX MARKETING SDN BHD","JRT","15","437.00","371.45","65.55","15","2"
"G059","GIOMAX MARKETING SDN BHD","MR","20","4556.00","3644.80","911.20","101","19"
"G059","GIOMAX MARKETING SDN BHD","RB","20","4869.00","3896.15","972.85","83","18"
"G059","GIOMAX MARKETING SDN BHD","SPE","20","930.00","744.00","186.00","16","6"
"G072","GREEN WORLD PRODUCTS TRADING","BER","35","1383.85","899.50","484.35","132","5"
"G072","GREEN WORLD PRODUCTS TRADING","BGJ","35","803.85","522.50","281.35","88","7"
"G072","GREEN WORLD PRODUCTS TRADING","BT2","35","1189.25","773.01","416.24","110","4"
"G072","GREEN WORLD PRODUCTS TRADING","GMS","35","1196.45","777.69","418.76","129","4"
"G072","GREEN WORLD PRODUCTS TRADING","GRK","35","373.75","242.94","130.81","37","4"
"G072","GREEN WORLD PRODUCTS TRADING","IBN","35","433.15","281.55","151.60","48","7"
"G072","GREEN WORLD PRODUCTS TRADING","JRT","35","426.10","276.96","149.14","46","5"
"G072","GREEN WORLD PRODUCTS TRADING","KKD","35","711.50","462.47","249.02","90","7"
"G072","GREEN WORLD PRODUCTS TRADING","MR","35","378.40","245.96","132.44","35","4"
"G072","GREEN WORLD PRODUCTS TRADING","NSB","35","575.20","373.88","201.32","68","8"
"G072","GREEN WORLD PRODUCTS TRADING","PDS","35","436.40","283.66","152.74","39","4"
"G072","GREEN WORLD PRODUCTS TRADING","PLU","35","272.15","176.90","95.25","35","6"
"G072","GREEN WORLD PRODUCTS TRADING","RB","35","843.90","548.53","295.36","83","4"
"G072","GREEN WORLD PRODUCTS TRADING","SGP","35","840.70","546.45","294.25","99","7"
"G072","GREEN WORLD PRODUCTS TRADING","SGS","35","843.50","548.27","295.22","98","7"
"G072","GREEN WORLD PRODUCTS TRADING","SM2","35","336.60","218.79","117.81","39","6"
"G072","GREEN WORLD PRODUCTS TRADING","SPE","35","355.50","231.07","124.42","47","7"
"G072","GREEN WORLD PRODUCTS TRADING","TGM","35","1146.85","745.45","401.40","121","7"
"G072","GREEN WORLD PRODUCTS TRADING","TI1","35","565.40","367.51","197.89","53","4"
"G072","GREEN WORLD PRODUCTS TRADING","TI2","35","769.75","500.34","269.41","69","4"
"G072","GREEN WORLD PRODUCTS TRADING","TML","35","1910.05","1241.53","668.52","203","7"
"G072","GREEN WORLD PRODUCTS TRADING","TPH","35","1510.95","982.12","528.83","159","8"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","BER","30","1658.95","1161.26","497.69","211","30"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","BGJ","30","1548.00","1083.60","464.40","204","40"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","BT1","30","348.55","243.99","104.56","61","15"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","BT2","30","1838.15","1286.70","551.44","231","46"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","GMS","30","1258.45","880.92","377.54","148","31"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","GRK","30","922.55","645.78","276.76","126","31"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","IBN","30","808.25","565.77","242.48","81","20"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","JRT","30","2454.15","1717.91","736.24","387","41"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","KKD","30","1263.05","884.13","378.91","141","33"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","KLM","30","471.70","330.19","141.51","84","19"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","KLP","30","1398.60","979.02","419.58","181","39"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","MR","30","814.00","569.80","244.20","54","12"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","MTK","30","1072.85","751.00","321.86","139","38"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","NSB","30","603.10","422.17","180.93","81","23"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","PDS","30","715.50","500.85","214.65","69","23"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","PLU","30","869.70","608.79","260.91","101","25"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","RB","30","3315.45","2320.82","994.63","384","44"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SGB","30","1692.20","1184.54","507.66","194","31"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SGM","30","228.70","160.09","68.61","44","16"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SGP","30","1805.10","1263.57","541.53","232","43"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SGS","30","2940.40","2058.28","882.12","379","60"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SM2","30","491.05","343.73","147.31","70","17"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SMJ","30","527.50","369.25","158.25","48","28"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SNW","30","432.70","302.89","129.81","64","24"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","SPE","30","822.10","575.47","246.63","93","30"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TGM","30","2783.35","1948.34","835.01","343","63"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TI1","30","1351.90","946.33","405.57","166","34"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TI2","30","2287.90","1601.53","686.37","191","40"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TJG","30","1727.78","1209.45","518.33","200","43"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TKK","30","944.70","661.29","283.41","127","46"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TML","30","1373.05","961.14","411.92","208","37"
"G091","GOLDEN CENTURY MARKETING (CONSIGNMENT)","TPH","30","297.90","208.53","89.37","59","10"
"G093","GG SNACKS SDN BHD ","BER","28","14862.75","10701.18","4161.57","1794","60"
"G093","GG SNACKS SDN BHD ","BGJ","28","9464.03","6814.10","2649.93","1522","69"
"G093","GG SNACKS SDN BHD ","BT1","28","3719.05","2677.72","1041.33","529","36"
"G093","GG SNACKS SDN BHD ","BT2","28","11321.22","8151.28","3169.94","1472","77"
"G093","GG SNACKS SDN BHD ","GMS","28","8261.08","5947.98","2313.10","987","72"
"G093","GG SNACKS SDN BHD ","GRK","28","12540.48","9029.15","3511.33","1877","74"
"G093","GG SNACKS SDN BHD ","IBN","28","5271.93","3795.79","1476.14","915","69"
"G093","GG SNACKS SDN BHD ","JRT","28","17231.62","12406.77","4824.85","2307","59"
"G093","GG SNACKS SDN BHD ","KKD","28","8646.55","6225.52","2421.03","1410","71"
"G093","GG SNACKS SDN BHD ","KLM","28","4131.13","2974.41","1156.72","661","65"
"G093","GG SNACKS SDN BHD ","KLP","28","11427.40","8227.73","3199.67","1628","64"
"G093","GG SNACKS SDN BHD ","MR","28","6688.66","4815.84","1872.82","841","70"
"G093","GG SNACKS SDN BHD ","MTK","28","5459.72","3931.00","1528.72","1100","58"
"G093","GG SNACKS SDN BHD ","NSB","28","6381.94","4595.00","1786.94","920","73"
"G093","GG SNACKS SDN BHD ","PDS","28","10139.91","7300.74","2839.17","1433","65"
"G093","GG SNACKS SDN BHD ","PLU","28","6469.68","4658.17","1811.51","860","73"
"G093","GG SNACKS SDN BHD ","RB","28","17804.17","12819.00","4985.17","2543","76"
"G093","GG SNACKS SDN BHD ","SGB","28","7618.00","5484.96","2133.04","1160","62"
"G093","GG SNACKS SDN BHD ","SGM","28","7998.73","5759.09","2239.64","975","74"
"G093","GG SNACKS SDN BHD ","SGP","28","13124.48","9449.63","3674.85","1847","72"
"G093","GG SNACKS SDN BHD ","SGS","28","3549.73","2555.81","993.92","494","54"
"G093","GG SNACKS SDN BHD ","SM2","28","5726.19","4122.86","1603.33","862","68"
"G093","GG SNACKS SDN BHD ","SMJ","28","3811.05","2743.96","1067.09","702","63"
"G093","GG SNACKS SDN BHD ","SNW","28","4072.94","2932.52","1140.42","626","58"
"G093","GG SNACKS SDN BHD ","TGM","28","7810.25","5623.38","2186.87","1037","78"
"G093","GG SNACKS SDN BHD ","TI1","28","7495.34","5396.64","2098.70","909","67"
"G093","GG SNACKS SDN BHD ","TI2","28","10364.23","7462.25","2901.98","1392","66"
"G093","GG SNACKS SDN BHD ","TKK","28","5715.59","4115.22","1600.37","703","68"
"G093","GG SNACKS SDN BHD ","TML","28","8090.44","5825.12","2265.32","1210","68"
"G093","GG SNACKS SDN BHD ","TPH","28","11560.86","8323.82","3237.04","1433","64"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","BER","30","4102.34","3041.05","1061.29","43","13"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","BGJ","30","602.19","429.53","172.66","8","6"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","BT1","30","479.60","335.72","143.88","4","3"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","BT2","30","2526.00","1768.20","757.80","20","8"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","GRK","30","1325.92","928.14","397.78","13","7"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","IBN","22","819.82","629.96","189.86","9","6"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","JRT","30","4000.62","2800.43","1200.19","41","11"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","KKD","30","286.80","200.76","86.04","4","3"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","KLM","30","309.69","216.78","92.91","4","4"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","KLP","30","2828.26","1979.78","848.48","30","7"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","MR","30","2039.79","1578.98","460.81","20","8"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","MTK","30","1031.67","722.17","309.50","11","7"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","NSB","30","1844.60","1300.20","544.40","18","10"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","PDS","30","3543.51","2556.38","987.13","32","13"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","PLU","30","1171.18","822.32","348.86","19","11"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","RB","30","4679.83","3280.87","1398.96","45","13"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SGB","30","389.95","272.96","116.98","5","5"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SGM","30","553.10","423.13","129.97","7","6"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SGP","30","3172.38","2240.13","932.25","41","13"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SGS","30","1999.50","1399.65","599.85","23","8"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SMJ","30","789.75","552.83","236.92","7","4"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SNW","30","199.89","139.92","59.97","2","2"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","SPE","30","220.45","165.56","54.89","2","2"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TGM","30","1962.46","1373.72","588.74","20","10"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TI1","22","579.84","431.48","148.36","7","5"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TI2","22","459.95","358.76","101.19","5","4"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TJG","30","134.24","93.97","40.27","2","2"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TKK","22","2118.84","1558.25","560.59","22","11"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TML","30","489.77","342.84","146.93","5","4"
"H032","HWA THONG BAGS INDUSTRIES SDN BHD","TPH","30","594.74","416.32","178.42","7","6"
"H033","HUP SOON FOOTWEAR SDN BHD","BER","25","14.90","11.18","3.72","1","1"
"H033","HUP SOON FOOTWEAR SDN BHD","BT1","25","14.90","11.18","3.72","1","1"
"H033","HUP SOON FOOTWEAR SDN BHD","KLP","25","14.05","10.54","3.51","1","1"
"H045","HYPER-PRESTIGE SDN BHD","BER","25","361.25","273.30","87.95","5","6"
"H045","HYPER-PRESTIGE SDN BHD","MTK","25","172.90","129.67","43.22","3","2"
"H045","HYPER-PRESTIGE SDN BHD","RB","20","728.10","564.05","164.06","6","5"
"H045","HYPER-PRESTIGE SDN BHD","TPH","20","139.90","111.92","27.98","1","1"
"H061","HONGTAH MARKETING SDN.BHD.","BER","22","13465.40","10795.59","2669.81","162","29"
"H061","HONGTAH MARKETING SDN.BHD.","BGJ","22","13422.45","10724.68","2697.77","150","24"
"H061","HONGTAH MARKETING SDN.BHD.","GMS","15","9624.10","7713.04","1911.06","119","24"
"H061","HONGTAH MARKETING SDN.BHD.","JRT","22","9115.75","7210.97","1904.78","104","22"
"H061","HONGTAH MARKETING SDN.BHD.","KLP","22","12646.85","10084.74","2562.11","149","24"
"H061","HONGTAH MARKETING SDN.BHD.","MR","22","9276.10","7433.44","1842.66","100","20"
"H061","HONGTAH MARKETING SDN.BHD.","RB","22","14909.15","11932.96","2976.19","172","25"
"H061","HONGTAH MARKETING SDN.BHD.","SGB","22","10081.90","8077.17","2004.73","113","22"
"H061","HONGTAH MARKETING SDN.BHD.","TGM","22","10390.40","8211.28","2179.12","115","25"
"H100","HUN SING ENTERPRISE (M SDN BHD","BGJ","15","20253.40","17089.89","3163.51","904","27"
"H100","HUN SING ENTERPRISE (M SDN BHD","GRK","15","13900.20","11801.05","2099.15","632","30"
"H100","HUN SING ENTERPRISE (M SDN BHD","IBN","15","6856.60","5828.11","1028.49","321","29"
"H100","HUN SING ENTERPRISE (M SDN BHD","SGB","15","10664.00","9064.40","1599.60","553","20"
"H100","HUN SING ENTERPRISE (M SDN BHD","SGS","15","15199.90","12919.91","2279.99","643","28"
"H100","HUN SING ENTERPRISE (M SDN BHD","TI2","15","16232.00","13786.84","2445.16","728","28"
"H100","HUN SING ENTERPRISE (M SDN BHD","TPH","15","14273.05","12129.51","2143.54","726","32"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","BER","18","11201.32","9488.91","1712.41","726","148"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","BGJ","10","2467.13","2129.49","337.64","205","78"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","BT1","18","3041.51","2579.10","462.41","216","80"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","BT2","10","5271.93","4508.35","763.58","384","96"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","GMS","18","2449.06","2140.81","308.25","244","60"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","JRT","18","12263.86","10213.48","2050.38","809","161"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","KKD","18","881.01","778.96","102.05","79","24"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","KLM","10","479.72","413.49","66.23","43","19"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","KLP","10","3389.15","2879.75","509.40","279","87"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","MR","18","4252.81","3723.84","528.97","330","76"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","MTK","18","8706.97","7285.00","1421.97","560","159"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","NSB","10","1188.10","1033.89","154.21","70","31"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","PDS","18","8356.58","7253.63","1102.95","581","115"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","PLU","10","989.90","868.76","121.14","59","31"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","RB","18","12291.56","10552.77","1738.79","904","160"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SGB","10","2172.27","1928.14","244.13","191","25"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SGM","18","482.23","426.19","56.04","46","14"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SGP","10","1925.49","1703.98","221.51","190","32"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SGS","18","4041.45","3457.47","583.98","342","93"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SM2","18","2463.57","2134.96","328.61","190","55"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SMJ","10","2369.69","2035.45","334.24","216","69"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SNW","10","1428.94","1280.70","148.24","152","17"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","SPE","10","644.11","572.04","72.07","61","16"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","TGM","10","13893.94","11835.33","2058.61","997","150"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","TI2","18","6096.12","5297.69","798.43","516","104"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","TKK","10","1909.99","1706.79","203.20","185","26"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","TML","18","4707.16","4045.42","661.74","381","99"
"I008","IVY BEAUTY CORPORATION SDN. BHD.","TPH","10","4861.03","4188.65","672.38","400","112"
"I018","INTER APPAREL MARKETING SDN.BHD","BER","25","3227.50","2420.62","806.88","146","14"
"I018","INTER APPAREL MARKETING SDN.BHD","BGJ","25","1376.00","1032.00","344.00","67","13"
"I018","INTER APPAREL MARKETING SDN.BHD","BT2","25","3074.85","2306.14","768.71","152","11"
"I018","INTER APPAREL MARKETING SDN.BHD","GMS","25","3333.45","2500.09","833.36","165","11"
"I018","INTER APPAREL MARKETING SDN.BHD","GRK","25","1209.15","906.86","302.29","60","8"
"I018","INTER APPAREL MARKETING SDN.BHD","IBN","25","2233.45","1675.09","558.36","110","12"
"I018","INTER APPAREL MARKETING SDN.BHD","JRT","25","1528.15","1146.11","382.04","83","10"
"I018","INTER APPAREL MARKETING SDN.BHD","KKD","25","730.80","548.10","182.70","36","2"
"I018","INTER APPAREL MARKETING SDN.BHD","KLM","25","274.30","205.73","68.57","16","7"
"I018","INTER APPAREL MARKETING SDN.BHD","KLP","25","4217.40","3163.05","1054.35","208","14"
"I018","INTER APPAREL MARKETING SDN.BHD","MR","25","3022.55","2266.91","755.64","143","13"
"I018","INTER APPAREL MARKETING SDN.BHD","MTK","25","982.25","736.69","245.56","47","10"
"I018","INTER APPAREL MARKETING SDN.BHD","NSB","25","1655.30","1241.47","413.83","75","3"
"I018","INTER APPAREL MARKETING SDN.BHD","PDS","25","2425.60","1819.20","606.40","111","11"
"I018","INTER APPAREL MARKETING SDN.BHD","PLU","25","3609.35","2707.01","902.34","168","3"
"I018","INTER APPAREL MARKETING SDN.BHD","RB","25","2642.80","1982.10","660.70","130","12"
"I018","INTER APPAREL MARKETING SDN.BHD","SGB","25","1069.05","801.79","267.26","51","13"
"I018","INTER APPAREL MARKETING SDN.BHD","SGM","25","1092.30","819.22","273.08","53","9"
"I018","INTER APPAREL MARKETING SDN.BHD","SGP","25","6720.70","5040.53","1680.17","309","3"
"I018","INTER APPAREL MARKETING SDN.BHD","SGS","25","1983.75","1487.81","495.94","97","13"
"I018","INTER APPAREL MARKETING SDN.BHD","SM2","25","3641.95","2731.46","910.49","167","9"
"I018","INTER APPAREL MARKETING SDN.BHD","SMJ","25","645.70","484.27","161.43","32","12"
"I018","INTER APPAREL MARKETING SDN.BHD","SPE","25","905.75","679.31","226.44","46","10"
"I018","INTER APPAREL MARKETING SDN.BHD","TGM","25","1797.25","1347.94","449.31","91","13"
"I018","INTER APPAREL MARKETING SDN.BHD","TI1","25","1820.15","1365.11","455.04","93","12"
"I018","INTER APPAREL MARKETING SDN.BHD","TI2","25","3002.70","2252.02","750.68","142","11"
"I018","INTER APPAREL MARKETING SDN.BHD","TKK","25","744.05","558.04","186.01","36","7"
"I018","INTER APPAREL MARKETING SDN.BHD","TML","25","2280.95","1710.71","570.24","108","15"
"I018","INTER APPAREL MARKETING SDN.BHD","TPH","25","278.45","208.84","69.61","11","5"
"I033","IBRA FASHION SDN. BHD.","BER","20","9865.63","7220.40","2645.23","336","59"
"I033","IBRA FASHION SDN. BHD.","BGJ","25","8154.74","6001.97","2152.77","270","44"
"I033","IBRA FASHION SDN. BHD.","BT2","20","6867.94","5492.76","1375.18","306","14"
"I033","IBRA FASHION SDN. BHD.","GMS","33","12610.80","9221.60","3389.20","432","52"
"I033","IBRA FASHION SDN. BHD.","GRK","33","8342.20","6177.95","2164.25","307","31"
"I033","IBRA FASHION SDN. BHD.","IBN","25","5502.90","4032.44","1470.46","206","42"
"I033","IBRA FASHION SDN. BHD.","JRT","20","3971.00","3176.80","794.20","205","7"
"I033","IBRA FASHION SDN. BHD.","KKD","25","2646.49","1929.98","716.51","122","33"
"I033","IBRA FASHION SDN. BHD.","KLM","25","1626.32","1199.30","427.02","90","29"
"I033","IBRA FASHION SDN. BHD.","KLP","20","1946.65","1533.07","413.58","129","12"
"I033","IBRA FASHION SDN. BHD.","MR","20","18672.65","13815.92","4856.73","576","57"
"I033","IBRA FASHION SDN. BHD.","MTK","20","2294.30","1826.18","468.12","101","16"
"I033","IBRA FASHION SDN. BHD.","NSB","25","5891.30","4460.45","1430.85","258","27"
"I033","IBRA FASHION SDN. BHD.","PDS","20","8377.89","6092.65","2285.24","304","42"
"I033","IBRA FASHION SDN. BHD.","PLU","25","7569.60","5798.74","1770.86","326","27"
"I033","IBRA FASHION SDN. BHD.","RB","20","8086.30","6469.04","1617.26","366","11"
"I033","IBRA FASHION SDN. BHD.","SGB","25","15277.94","11418.99","3858.95","540","44"
"I033","IBRA FASHION SDN. BHD.","SGM","25","2262.70","1774.52","488.18","113","15"
"I033","IBRA FASHION SDN. BHD.","SGP","25","13922.80","10442.49","3480.31","452","30"
"I033","IBRA FASHION SDN. BHD.","SGS","20","6518.46","4814.97","1703.49","257","42"
"I033","IBRA FASHION SDN. BHD.","SM2","25","8689.20","6380.80","2308.40","314","44"
"I033","IBRA FASHION SDN. BHD.","SMJ","20","7947.43","6181.02","1766.41","368","34"
"I033","IBRA FASHION SDN. BHD.","SPE","25","3985.00","3040.70","944.30","204","35"
"I033","IBRA FASHION SDN. BHD.","TGM","20","11162.70","8340.20","2822.50","446","51"
"I033","IBRA FASHION SDN. BHD.","TI1","25","8975.24","6618.92","2356.32","306","46"
"I033","IBRA FASHION SDN. BHD.","TI2","20","14816.50","11005.53","3810.97","553","48"
"I033","IBRA FASHION SDN. BHD.","TJG","20","5953.85","4763.08","1190.77","268","15"
"I033","IBRA FASHION SDN. BHD.","TKK","20","3470.12","2662.38","807.74","158","32"
"I033","IBRA FASHION SDN. BHD.","TML","25","15864.00","12171.56","3692.44","641","43"
"I033","IBRA FASHION SDN. BHD.","TPH","20","2914.95","2330.47","584.48","166","14"
"I036","INTER POLO MARKETING SDN BHD","GRK","25","113.00","84.75","28.25","2","1"
"I036","INTER POLO MARKETING SDN BHD","TI1","22","460.35","354.55","105.80","6","5"
"J026","JORDONE CORPORATION SDN BHD","BGJ","15","14088.20","11665.72","2422.48","230","8"
"J026","JORDONE CORPORATION SDN BHD","BT2","15","27552.00","22740.39","4811.61","314","11"
"J026","JORDONE CORPORATION SDN BHD","GRK","13","9.45","8.22","1.23","1","1"
"J026","JORDONE CORPORATION SDN BHD","JRT","18","23683.65","19562.28","4121.37","320","14"
"J026","JORDONE CORPORATION SDN BHD","RB","15","33366.85","27488.44","5878.41","388","13"
"J026","JORDONE CORPORATION SDN BHD","SGM","18","17327.00","14282.96","3044.04","263","6"
"J026","JORDONE CORPORATION SDN BHD","SGS","15","16745.00","13774.73","2970.27","266","7"
"J026","JORDONE CORPORATION SDN BHD","TI2","18","15811.50","12972.45","2839.05","234","7"
"J026","JORDONE CORPORATION SDN BHD","TPH","15","17511.00","14416.44","3094.56","246","8"
"J100","JULIA FILIO SDN BHD","SMJ","20","1232.00","985.60","246.40","18","7"
"K125","KHOBATES INDUSTRIES SDN BHD","BER","15","9073.01","7601.15","1471.86","744","127"
"K125","KHOBATES INDUSTRIES SDN BHD","BGJ","18","14297.86","12050.50","2247.36","1398","121"
"K125","KHOBATES INDUSTRIES SDN BHD","BT1","15","2184.81","1831.00","353.81","199","79"
"K125","KHOBATES INDUSTRIES SDN BHD","BT2","18","8920.57","7521.77","1398.80","827","108"
"K125","KHOBATES INDUSTRIES SDN BHD","GMS","15","2035.07","1725.60","309.47","250","73"
"K125","KHOBATES INDUSTRIES SDN BHD","GRK","15","653.96","553.93","100.03","73","23"
"K125","KHOBATES INDUSTRIES SDN BHD","IBN","18","6258.57","5299.97","958.60","638","85"
"K125","KHOBATES INDUSTRIES SDN BHD","JRT","15","10076.33","8501.69","1574.64","1040","116"
"K125","KHOBATES INDUSTRIES SDN BHD","KKD","15","1817.54","1542.93","274.61","196","59"
"K125","KHOBATES INDUSTRIES SDN BHD","KLM","15","3100.28","2615.13","485.15","275","95"
"K125","KHOBATES INDUSTRIES SDN BHD","KLP","15","7197.54","6052.87","1144.67","685","124"
"K125","KHOBATES INDUSTRIES SDN BHD","MR","15","4838.65","4091.81","746.84","520","93"
"K125","KHOBATES INDUSTRIES SDN BHD","MTK","15","9828.02","8232.62","1595.40","845","121"
"K125","KHOBATES INDUSTRIES SDN BHD","NSB","15","4185.79","3525.09","660.70","338","98"
"K125","KHOBATES INDUSTRIES SDN BHD","PDS","15","7933.98","6649.91","1284.07","600","108"
"K125","KHOBATES INDUSTRIES SDN BHD","PLU","15","4610.73","3872.48","738.25","383","113"
"K125","KHOBATES INDUSTRIES SDN BHD","RB","18","10597.16","8867.41","1729.75","954","129"
"K125","KHOBATES INDUSTRIES SDN BHD","SGB","15","8103.13","6803.21","1299.92","680","125"
"K125","KHOBATES INDUSTRIES SDN BHD","SGM","15","1252.54","1051.72","200.82","122","62"
"K125","KHOBATES INDUSTRIES SDN BHD","SGP","15","9463.82","7952.99","1510.83","881","131"
"K125","KHOBATES INDUSTRIES SDN BHD","SGS","15","18168.24","15169.93","2998.31","1267","122"
"K125","KHOBATES INDUSTRIES SDN BHD","SM2","18","5516.10","4668.69","847.41","589","93"
"K125","KHOBATES INDUSTRIES SDN BHD","SMJ","15","4449.20","3761.25","687.95","488","88"
"K125","KHOBATES INDUSTRIES SDN BHD","SNW","15","3098.01","2622.35","475.66","342","78"
"K125","KHOBATES INDUSTRIES SDN BHD","SPE","15","3111.70","2627.57","484.13","317","76"
"K125","KHOBATES INDUSTRIES SDN BHD","TGM","15","7328.23","6160.26","1167.97","628","111"
"K125","KHOBATES INDUSTRIES SDN BHD","TI1","18","10790.16","9130.55","1659.61","1092","100"
"K125","KHOBATES INDUSTRIES SDN BHD","TI2","15","17187.45","14483.69","2703.76","1576","124"
